0,-0.572938698
6.37489598,-0.744803178
12.749692,-1.20303454
19.2425823,-0.973934437
25.6174783,-0.973934437
31.9922743,-0.802088513
38.4851644,-0.973934437
44.8599604,-1.08848884
51.2348564,-1.26030385
57.6096524,-1.43209618
64.1025428,-1.43209618
70.3582863,-1.77560053
76.8477113,-1.718358
83.219118,-1.66111205
89.5905225,-1.77560053
96.0799496,-1.89007483
102.451354,-2.23340352
108.822761,-2.29061004
115.194165,-2.11897723
121.68359,-2.34781199
128.054997,-2.46220173
134.426501,-2.34781199
140.915829,-2.17619255
147.287333,-2.17619255
153.65874,-2.51938929
160.148165,-2.74808818
166.402391,-2.91955525
172.893186,-2.69092139
179.265964,-2.46220173
185.638741,-2.63374923
192.129537,-2.63374923
198.502219,-2.23340352
204.874997,-2.23340352
211.365792,-2.40500926
217.73857,-2.34781199
224.111348,-2.11897723
231.555683,-2.29061004
236.867301,-2.34781199
243.252745,-2.29061004
249.638088,-2.00453403
256.141757,-1.89007483
262.52711,-2.00453403
268.912554,-1.94730637
275.297897,-1.83283951
281.801566,-1.66111205
288.186919,-1.54661029
294.572363,-1.26030385
300.957707,-1.20303454
307.461375,-1.14576284
313.846729,-0.916654256
320.232072,-1.08848884
326.620397,-1.14576284
333.129891,-0.973934437
339.520922,-1.20303454
345.912042,-0.973934437
352.303162,-0.916654256
358.694183,-0.916654256
365.203677,-0.859372244
371.594698,-0.630228156
377.985828,-0.744803178
384.495222,-0.572938698
390.886342,-0.401063906
397.277363,-0.343770552
403.786857,-0.28647651
410.177878,-0.171886823
416.569008,-0.114591406
423.078392,-0.114591406
429.469522,-0.0572957604
435.859969,0.0572957604
442.367835,0.0572957604
448.757455,0.229181896
455.26542,0.343770552
461.65504,0.229181896
468.162905,0.458356458
474.552525,0.572938698
481.060501,0.515648093
487.450011,0.343770552
493.957986,0.28647651
500.347606,0.515648093
506.737226,0.572938698
513.245091,0.630228156
519.634711,0.458356458
526.142577,0.802088513
532.532196,0.802088513
539.040162,0.859372244
545.429781,1.26030385
551.819302,1.14576284
558.327267,0.802088513
564.716887,1.20303454
571.224763,1.26030385
577.505579,1.48935473
584.01864,1.48935473
590.422605,1.31757063
596.82657,1.43209618
603.00288,1.94730637
609.963755,1.77560053
616.343422,1.94730637
622.841235,1.77560053
629.220795,2.11897723
635.718608,2.17619255
642.098276,2.23340352
648.477943,1.94730637
654.975756,2.17619255
661.355424,2.29061004
667.853137,2.46220173
674.232797,2.34781199
680.730609,2.29061004
687.110277,2.29061004
693.60809,2.46220173
700.351625,2.51938929
706.372831,2.51938929
712.876462,2.51938929
719.261868,2.34781199
725.765598,2.23340352
732.26923,2.00453403
738.654635,2.00453403
746.232091,1.718358
751.904872,1.718358
758.297477,1.54661029
764.808418,1.26030385
771.200923,1.03121267
777.711966,1.08848884
783.758864,1.20303454
790.705235,1.08848884
797.189428,0.916654256
803.67372,0.687516355
810.040018,0.401063906
816.524311,0.343770552
822.890609,0.343770552
829.257008,0.28647651
835.742746,0.229181896
842.230283,0.401063906
848.599808,0.343770552
855.087245,0.28647651
861.456769,0.28647651
867.826296,0.229181896
874.19582,0.229181896
880.683257,0.229181896
887.052784,0.229181896
893.540221,0.28647651
899.909746,0.401063906
906.397283,0.343770552
912.653797,0.28647651
919.149189,0.229181896
925.654081,0.343770552
932.141168,0.515648093
938.519694,0.401063906
